name,actual_price,discount_price,rating
Hp 15 AMD - 12GB RAM 1TB HDD Windows 10 Pro- 2.3GHz To 3.2GHz,,"₦ 235,000",
"DELL LATITUDE 3189,X360 INTEL PENTIUM,TOUCH 8GB RAM,256GB SSD WIN 11 +USB LIGHT","₦ 300,000","₦ 220,000",
Hp Stream 14 Laptop Intel Celeron - 64GB HDD- 4GB RAM Windows 11+ Laptop Pouch,,"₦ 235,000",
DELL Vostro 15-inch Laptop- Intel Core I3- 8GB RAM 11th GEN 256 SSD - Windows 11+USB Light For Keyboard,"₦ 660,000","₦ 495,000",
Hp 15 Victus Gaming 12th Gen Intel Core I5 8GB RAM/512GB SSD 4GB Nvidia GTX 1650 Win 11,"₦ 879,000","₦ 850,000",5 out of 5(2)
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Keyboard 8GB RAM -1TB HDD Windows 11 PRO+ Mouse,,"₦ 300,000",
DELL INSPIRON 16' 7620 12TH GEN CI7 1TB SSD 40GB RAM BACKLIT W11,,"₦ 880,800",
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ 32 FLASH DRIVE,,"₦ 115,000",
Lenovo Ideapad 15 Laptop Intel Celeron - 1000GB HDD/4GB RAM- Windows 10 + Mouse& USB Light For Keyboard,"₦ 210,000","₦ 195,000",
"Lenovo V15 G3 IAP 15.6"" FHD Laptop - Intel® Core™ I3-1215U - 12GB - 256GB SSD + Bag",,"₦ 315,900",
Hp Notebook 11 - 128GB SSD TOUCHSCREEN Intel CELERON 4GB RAM Windows 10 Pro+ USB Light For Keyboard,"₦ 190,000","₦ 170,000",
Hp 15 Intel Pentium Silver 8GB/500 HDD Win 10 + Mouse,"₦ 325,000","₦ 290,990",
Hp ProBook X360- Intel Pentium- 128GB SSD- 4GB RAM WIN10 Pro,,"₦ 170,000",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 580,000","₦ 385,000",5 out of 5(1)
Hp Stream 11 Pro G5 Intel Celeron Touchscreen   4GB DDR4 RAM 128GB SSD WIN 10 Pro + Flash,"₦ 250,000","₦ 130,000",3.2 out of 5(6)
Ipason MaxBook P1 Pro-AMD R5 3500U Quad-Core 8G RAM 512G SSD 15.6 Inch IPS-Grey,,"₦ 613,999",
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,,"₦ 252,900",3 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 390,000","₦ 350,000",4.1 out of 5(9)
"Hp ENVY 14 11TH GEN INTEL COREI7, 16GB/1TB SSD, NVIDIA GTX (4GB), TOUCH/BACKLIT KEYS, FP, WINS 11","₦ 2,300,800","₦ 1,900,000",
"Hp Pavilion X360 14 Core I5 256GB SSD 8GB RAM 14"" TOUCHSCREEN WIN11 WARM GOLD FP Reader","₦ 774,000","₦ 710,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 150,900","₦ 130,000",5 out of 5(1)
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 180,900","₦ 130,000",
Hp 15 Pentium Silver 4GB RAM 500GB Win 10 + 1 Year Warranty,,"₦ 250,000",
Lenovo V15-IGL Intel Celeron 256GB SSD 4GB RAM Win 10+ MOUSE,,"₦ 245,000",
"Hp 14 Intel Celeron N4020 8GB 1TB HDD 14"" Wins 10","₦ 262,000","₦ 239,000",4.8 out of 5(6)
"Asus Notebook Intel Celeron 4GB RAM 1TB HDD 15.6"" HD Backlit Keyboard Wins 11","₦ 245,000","₦ 215,000",
RECHARGEABLE MERCEDES BENZ GLC 63 AMG,"₦ 350,000","₦ 295,000",
"Hp 15 TOUCHSCREEN 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD 15.6"" WINS 11","₦ 410,000","₦ 405,000",
Hp ELITEBOOK X360 1030 G3 8TH GEN TOUCH CORE I5 16GB RAM/ 1TB SSD BACKLIT FP READER WIN 11 PRO,"₦ 500,000","₦ 480,000",
Hp ProBook 11X360- Intel Celeron 128GB SSD 4GB Windows 10+BAG,"₦ 286,000","₦ 195,000",
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,,"₦ 115,000",
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,,"₦ 130,000",4 out of 5(1)
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-16GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32GB FLASH,"₦ 580,000","₦ 449,999",5 out of 5(1)
"Hp 14 Intel Celeron N4020 14"" 8GB RAM/1TB HDD Win 10","₦ 287,900","₦ 250,000",5 out of 5(2)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 +32GB Flash & USB Light For Keyboard,"₦ 310,000","₦ 190,000",
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,"₦ 790,000","₦ 385,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD - WIN 10+ 32GB FLASH+USB LIGHT,"₦ 130,000","₦ 100,000",
Hp Stream 11 Pro G5 Touchscreen - Intel Celeron - 4GB RAM - 128GB SSD - Win 10,"₦ 192,000","₦ 130,000",
Hp ProBook 11 X360- TouchScreen  - Intel Pentium 256GB SSD 4GB RAM TOUCH WIN10 Pro,,"₦ 165,000",4.6 out of 5(5)
"Lenovo THINKPAD L14 AMD RYZEN 5 PRO 8GB RAM 256GB SSD 14"" FHD AMD RADEON GRAPHICS WINS 10 + Mouse","₦ 370,000","₦ 355,800",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,"₦ 490,000","₦ 390,000",
Lenovo Ideapad Intel Celeron (4GB RAM/500GB HDD) Wins 10+ 32GB FLASH,"₦ 196,000","₦ 185,000",4.7 out of 5(3)
"Lenovo IDEAPAD SLIM 1 INTEL CELERON 4GB RAM 128GB EMMC 11.6"" HD WINS 10",,"₦ 175,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD & MOUSE,"₦ 190,000","₦ 103,000",
DELL Latitude 3189 X360 INTEL PENTIUM 128GB SSD 4GB WIN 10 Pro,"₦ 200,000","₦ 140,000",3 out of 5(2)
"Asus Notebook 10th Gen, Intel Core I3 12GB RAM 1TB HDD, 2.1GHz Up To 4.1GHz 14.0"" Wins 10",,"₦ 320,000",4.2 out of 5(10)
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
"Hp PAVILION GAMING 17 11TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 4GB 17.3"" WINS 11","₦ 1,250,000","₦ 1,180,000",
Hp Notebook 15 INTEL CELERON 16GB RAM -1TB HDD Windows 11+USB Light For Keyboard & HP Mouse,"₦ 390,000","₦ 348,000",4.5 out of 5(2)
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE WINS 11,,"₦ 799,500",
Hp ProBook11X360-TOUCHSCREEN Intel Pentium 256GB SSD-4GB+pouch,,"₦ 190,000",
Hp Stream 11 Pro G5 TOUCHSCREEN- 128GB SSD- Intel Celeron 4GB DDR4 RAM WIN10 Pro + Bag,"₦ 200,000","₦ 180,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 140,000","₦ 130,000",
"Hp Notebook 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ HP MOUSE",,"₦ 235,000",
Hp EliteBook 840 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 680,000","₦ 445,000",4 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 680,000","₦ 360,000",
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",4 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 497,000","₦ 395,000",4 out of 5(4)
"Hp 15 Intel Pentium Silver 8GB RAM 1TB HDD Windows 11, Fingerprint Enabled + Free Mouse",,"₦ 289,999",3 out of 5(2)
Hp Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 + 32GB Flash & USB Light For Keyboard,"₦ 250,000","₦ 179,999",
"DELL Latitude 3420-11th Gen Intel Core I5-1135G7 Quad-Core-8GB RAM-256GB SSD-14""-Win 11 Pro","₦ 625,000","₦ 585,000",
"Hp 15 Touchscreen Intel Core I3-10110U,12GB,1TB HDD, Wins 10","₦ 432,000","₦ 420,000",4 out of 5(6)
"Lenovo Ideapad Intel Celeron 1TB HDD 4GB RAM 15.6"" Windows 10+ Mouse","₦ 213,000","₦ 193,700",
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 690,000","₦ 515,000",4.3 out of 5(3)
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" Nvidia RTX 4050 6GB WINS 11","₦ 1,750,000","₦ 1,680,000",5 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+MOUSE,"₦ 400,000","₦ 395,000",
"Power Plus 350,000,000mwh  Ultra Massive Laptop Power Bank","₦ 245,000","₦ 178,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD & MOUSE,"₦ 176,000","₦ 130,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 300,000","₦ 103,000",
"Hp 14 12th Gen Intel Core I3 Up To 4.4GHz 8GB RAM/256GB SSD 14"" FHD Win 10",,"₦ 380,000",4 out of 5(2)
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED",,"₦ 298,000",5 out of 5(1)
Hp Notebook 11 - TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 199,000","₦ 190,000",
One Flexible USB LED Lights For Laptop And Desktop Keyboard,"₦ 6,000",₦ 700,5 out of 5(1)
"DELL Latitude 3160 Intel Celeron  4RAM, 128ssd Touchscreen Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 135,000",
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 +32GB Flash & USB Light For Keyboard,"₦ 310,000","₦ 190,000",
"Hp 14 12TH GEN INTEL CORE I3 16GB RAM 512GB SSD 14"" HD WIN 11",,"₦ 440,000",4 out of 5(2)
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop,"₦ 495,000","₦ 473,000",4 out of 5(1)
"Hp Spectre 14 X360 11th Gen, Intel Core™ I7-1195G7  1TB SSD 16GB RAM 13.5"" Touch/Backlit Keys WIN11","₦ 1,690,000","₦ 1,650,200",4 out of 5(1)
Hp Stream 11 Intel Celeron Quad Core 4GB RAM / 64GB SSD Windows 10 + USD LIGHT & POUCH,"₦ 220,000","₦ 103,000",3.9 out of 5(33)
Hp 15 10th Gen Intel Core I3 12GB RAM/1TB HDD Touchscreen Win 10 + Mouse,,"₦ 420,600",
"Hp Spectre 14 X360 11th Gen, Intel Core™ I7-1195G7  1TB SSD 16GB RAM 13.5"" Touch/Backlit Keys WIN11","₦ 1,695,000","₦ 1,652,000",
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,"₦ 253,000","₦ 103,500",
"Hp Pavilion 15-eg2135nia  - 12th Gen Core I7, 16GB 1TB SSD Touchscreen Backlit Keyboard, Win 11+ Mouse",,"₦ 999,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 600,000","₦ 550,000",
"Hp 15 Intel Pentium Silver (8GB RAM,1 TB HDD),Wins10","₦ 325,000","₦ 290,000",4.2 out of 5(47)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 490,000","₦ 179,999",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 375,000",
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,"₦ 141,000",2.5 out of 5(2)
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 4GB RAM WIN10 Pro,,"₦ 177,000",
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11+ Bag","₦ 370,000","₦ 355,000",
"DELL LATITUDE 3189,X360 TOUCH INTEL PENTIUM,8GB RAM,256GB SSD  WIN 11 +LIGHT","₦ 300,000","₦ 220,000",
Hp Stream 11 Intel Celeron Quad Core 4GB RAM / 64GB SSD Windows 10 + USD LIGHT,"₦ 399,000","₦ 103,000",3.7 out of 5(3)
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM/256GB SSD  Windows 10 PRO + USB Light For Keyboard,"₦ 335,000","₦ 300,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 11 + USB Light For Keyboard,"₦ 401,999","₦ 280,000",3.3 out of 5(3)
Hp PAVILION 16'GAMING CI5 10TH 256GBSSD 8GB 4GB NVIDIA BACKLIT,,"₦ 702,800",
Hp Stream 11 Intel Celeron 2gb Ram 32gb HDD Win 10+ Keyboard Flash Light,"₦ 160,000","₦ 150,000",
"Hp ProBook 440G9 INTEL CORE I7,12TH GEN ,512SSD,16GB RAM,14.1"" Win11 Pro","₦ 850,000","₦ 835,200",
Hp Pavilion 14 X360 11th Gen Intel Core I7 16GB RAM/512 SSD Win 11,,"₦ 920,500",
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 500,000","₦ 350,000",4.4 out of 5(5)
Hp ProBook 11 X360- Intel PENTIUM 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch,"₦ 280,000","₦ 190,000",
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 750,000","₦ 550,000",
Asus VivoBook 15 X509FA Core I3 10th Gen 4GB Ram 1TB HDD Win 10,,"₦ 260,000",5 out of 5(1)
Hp 14 EliteBook 640 G9 Intel Core I7 8GB RAM 512GB SSD BACKLIT,"₦ 1,200,000","₦ 1,007,750",
DELL Vostro 15-inch Laptop- Intel Core I3- 12GB RAM 11th GEN 512 SSD - Windows 11+USB Light For Keyboard,"₦ 554,000","₦ 489,999",5 out of 5(1)
"Hp PROBOOK X360 435 G8-AMD RYZEN 7, 512GB SSD/16GB RAM",,"₦ 760,500",
Hp ProBook11X360-TOUCHSCREEN Intel Pentium128GB SSD-4GB+pouch,,"₦ 170,000",
"Hp Laptop 14s Intel Celeron 4GB RAM 256GB SSD 14"" HD FREEDOS","₦ 260,000","₦ 245,000",
"Power Plus Laptop Ultra Massive Power Bank (1300,000,000mwh)","₦ 298,000","₦ 217,550",3 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 550,000","₦ 360,000",
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 165,000",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 195,000","₦ 184,000",4.3 out of 5(58)
One Flexible USB LED Lights For Laptop And Desktop Keyboard,"₦ 6,000",₦ 700,5 out of 5(3)
"Hp 15 Intel Pentium Quad Core N5030 8GB RAM 1TB HDD 15.6""HD Wins 10 Pro","₦ 320,000","₦ 291,000",
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 560,000","₦ 370,000",
Hp Laptop 15 INTEL CELERON Quad Core 8GB RAM -1TB HDD Windows 10 PRO + USB Light For Keyboard,"₦ 300,999","₦ 300,000",3.3 out of 5(7)
Hp EliteBook 840 G5 Intel Core I5- TOUCH 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro,"₦ 580,000","₦ 410,000",4 out of 5(1)
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,"₦ 300,000","₦ 195,000",
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 170,000","₦ 103,500",4 out of 5(1)
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,"₦ 500,000","₦ 395,000",
"Lenovo Ideapad 15 10th Gen, Intel Core I3 12GB RAM,1TB HDD Wins 10+ Mouse","₦ 315,000","₦ 300,500",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 370,000","₦ 190,000",
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Wins 10 In S Mode",,"₦ 235,000",
"Lenovo IDEAPAD INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO","₦ 195,000","₦ 179,000",
DELL Vostro 15-inch Laptop- Intel Core I3- 12GB RAM 11th GEN 1TB HDD - Windows 11+USB Light For Keyboard,"₦ 590,000","₦ 489,999",
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 200,000","₦ 190,000",
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Windows 11+ 32GB Flash,,"₦ 250,000",
"DELL CHROMEBOOK 11, 4GB RAM, 16GB SSD + 32GBFLASH","₦ 119,000","₦ 90,000",4 out of 5(4)
"Hp Stream 11-ah117wm 11.6"", Intel Celeron4, 4GB RAM, 32GB EMMC, Windows 10 Home + 32GB Flash Drive + Laptop Purse",,"₦ 125,000",4.3 out of 5(4)
"Asus Zenbook 14 UX425EA  Intel Core I5 14"" FHD 8GB RAM/256GB SSD Win 11 - Pin Grey","₦ 590,000","₦ 572,990",4 out of 5(2)
"Lenovo Ideapad 3 -14"" Inches 10th Gen Intel Core I3 8GB RAM,1TB HDD Win 11 + BAG",,"₦ 330,000",
Hp Pavilion 15 Laptop - Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard-Windows 11- 11th Gen,"₦ 690,000","₦ 510,000",
"DELL LATITUDE 3150 .  Intel Celeron 8GB RAM, 500HDD Windows 10 + USB Flash Light","₦ 200,000","₦ 160,000",
"Hp 15 Intel Pentium Silver(4GB,1000 HDD) Fingerprint Reader Wins 11 + Free 16GB USB Drive & Mouse",,"₦ 278,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,"₦ 140,900","₦ 130,000",2.5 out of 5(2)
"Lenovo Ideapad Intel Celeron 4GB RAM 1TB HDD 15.6"" Windows 10","₦ 215,000","₦ 193,000",4.5 out of 5(13)
"Hp 15 Intel Celeron(4GB Ram,500GB HDD)Windows10+32GB Flash Drive,Black Mouse",,"₦ 210,500",
"Hp 14 Intel Core I3-1115G4,4GB RAM,128G SSD, Natural Silver, Windows 11 Home",,"₦ 290,000",
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,,"₦ 650,000",
Hp Stream 11 Intel Celeron 4GB RAM / 64GB HDD WIN 10+ USD LIGHT,"₦ 180,000","₦ 103,000",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,"₦ 390,000","₦ 350,000",
"Hp ProBook 440G9 INTEL CORE I7,12TH GEN ,512SSD,16GB RAM,14.1"" Win11 Pro","₦ 850,000","₦ 834,900",
Hp Laptop 15 INTEL CELERON Quad Core- Backlit Key/16GB RAM -1TB HDD Windows 10 PRO+ Mouse,"₦ 330,000","₦ 300,000",4 out of 5(2)
"Hp 255 G8 AMD ATHLON 8GB RAM 1TB HDD 15.6"" HD WINS 10 + Mouse","₦ 298,250","₦ 270,000",
Hp Laptop 14s Intel Core I5 256GB SSD 8GB RAM SILVER FREEDOS,"₦ 530,000","₦ 463,700",
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 180,000","₦ 103,500",4 out of 5(3)
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 695,000","₦ 515,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + MOUSE,"₦ 620,000","₦ 395,000",5 out of 5(1)
Hp Stream 14 Intel Celeron - 64GB HDD- 4GB RAM Windows 10+ 32GB Flash,,"₦ 195,000",
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 1,790,000","₦ 1,750,000",
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10+ Bag","₦ 731,000","₦ 680,000",
Hp ProBook 11 X360- TOUCHSCREEN Intel Pentium 256GB SSD  4GB RAM WIN10 Pro,,"₦ 175,000",4 out of 5(1)
Hp Envy 14 X360 13th Gen Intel Core I5 8GB RAM/512GB SSD Touch/Backlit Keyboard FP Reader Win 11,,"₦ 799,000",
Hp 15 Laptop Intel Core I5 8GB RAM 512GB SSD TOUCHSCREEN Win 11,"₦ 689,000","₦ 642,000",
Glass Anti Blue Light Protective Eyeglasses For Computer And Phone,"₦ 7,550","₦ 3,499",
Hp Notebook 15-Inch AMD RYZEN 3 - 16GB RAM- 2.6GHz - 3.5GHz - 1TB HDD Windows 11  + Mouse,,"₦ 301,000",
"DELL INSPIRON 16 7620 2-IN-1, I5, 12thGEN, 512GB SSD/8GB RAM",,"₦ 631,800",
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,"₦ 550,000","₦ 360,000",
Hp EliteBook 840G5 Core I5-16GB/1TB SSD/Backlit/FP Reader Win11,"₦ 650,000","₦ 395,000",4 out of 5(1)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10 + MOUSE & USB Light For Keyboard,"₦ 450,000","₦ 179,999",
Hp ProBook 11 X360- TOUCHSCREEN Intel CELERON 128GB SSD- 4GB RAM Windows 10 Pro,,"₦ 155,000",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ 32GB FLASH,"₦ 150,000","₦ 100,000",
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 584,400","₦ 375,000",4.7 out of 5(3)
"Hp ELITEBOOK 840G6 INTEL COREI7 256SSD, 8GB RAM, BACKLIT KEYBOARD, WIN10PRO","₦ 600,000","₦ 570,000",
"Lenovo IDEAPAD 15 12TH GEN INTEL CORE I5 8GB RAM 256GB SSD 15.6""FHD INTEL IRIS XE GRAPHICS WINS 11+ Bag","₦ 480,000","₦ 455,700",
Hp Notebook 15 - Intel Core I3 -16GB RAM/1TB HDD 11TH GEN- Windows 11 +USB Light For Keyboard & Mouse,,"₦ 400,000",
"Hp VICTUS 15.6"" GAMING 12th Gen Core I5 512GB SSD 8GB RAM WIN11  NVIDIA  4GB BACKLIT Keyboard","₦ 872,000","₦ 805,000",5 out of 5(2)
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11","₦ 380,000","₦ 355,000",
DELL XPS 15 9530  Intel Core I7-13th Generation,,"₦ 1,600,000",
Hp ENVY 15 GAMING TOUCHSCREEN INTEL CORE I7 16GB RAM 512GB BACKLIT KEYBOARD RTX 3060 (6GB) WINS 11,,"₦ 1,550,000",
DELL Vostro 15 Hybrid- 1TB + 256GB SSHD-8GB RAM Intel Core I3- 11TH Gen- Windows 11 + MOUSE,"₦ 400,000","₦ 399,000",
"Hp ENVY X360 15 Intel Core I5(256GB SSD,8GB)Touchscreen Backlit Keyboard Fingerprint",,"₦ 760,500",5 out of 5(1)
Hp 240 G8 Intel Core I3 10th Gen 1TB HDD -16gb Ram Windows 11,"₦ 650,000","₦ 495,000",
Hp 15 11th Gen Intel Core I5 8GB RAM/256GB SSD Win 11,,"₦ 645,700",
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD  WIN 10+ 32GB FLASH,"₦ 130,000","₦ 100,000",
"Hp Envy X360 15 2-IN-1 Core I5 512GB SSD 8GB 15.6"" TOUCHSCREEN IPS Backlit Keyboard","₦ 902,000","₦ 830,000",5 out of 5(1)
"Hp Pavilion X360 11m-ad013dx - 11.6"" -Intel Pentium N5000 1.1GHZ - 4 GB RAM - 500 GB HDD",,"₦ 250,000",
Hp Notebook 11 - TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 195,000","₦ 190,000",
Lenovo Ideapad 3- INTEL CORE I7 1TB 16GB RAM 11TH GEN WINS 10 PRO + FREE BAG,"₦ 690,000","₦ 685,000",
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Windows 11 + 32GB Flash,,"₦ 240,000",
"Hp 15 11th Gen Intel Core I3 15.6"" 16GB RAM/256GB SSD FP Reader Win 11","₦ 425,000","₦ 405,000",
"Hp Stream 14-Intel Celeron N3060 1.6GHz 4GB RAM, 32GB  SSD Windows 10 Home + Mouse, 32gb Flash",,"₦ 145,000",1.5 out of 5(2)
Lenovo Ideapad 14-inch - AMD Quad Core 64GB SSD - 4GB RAM Windows 10,"₦ 490,000","₦ 179,999",
"Lenovo Intel Celeron, 128GB, 4GB, Wins 10 Mini Laptop 11.6 Inches","₦ 186,000","₦ 175,000",4.5 out of 5(2)
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 500,999","₦ 375,000",5 out of 5(1)
